Load earlier flights,,,,,,,Cleveland Cuyahoga County Airport(CGF/KCGF)
Loading...,,,,,,,Cleveland Cuyahoga County Airport(CGF/KCGF)
"Sorry, we don't have any information about flights for this airport",,,,,,,Cleveland Cuyahoga County Airport(CGF/KCGF)
Departed 14:58 07:52 LXJ432 Washington(IAD) E545N432FXFlexjet -,,,,,,,Cleveland Cuyahoga County Airport(CGF/KCGF)
Departed 10:45 10:50  Cleveland(CGF) P28SN36822 -,,,,,,,Cleveland Cuyahoga County Airport(CGF/KCGF)
Estimated dep.  12:36 12:30 EJA605 Teterboro(TEB) C68ANetJets -,,,,,,,Cleveland Cuyahoga County Airport(CGF/KCGF)
Estimated dep.  17:55 17:45 UE69 Morristown(MMU) C750N769XJUltimate Air Shuttle -,,,,,,,Cleveland Cuyahoga County Airport(CGF/KCGF)
Departed 19:19 18:51 LXJ503 New York(LGA) CL35N503FXFlexjet -,,,,,,,Cleveland Cuyahoga County Airport(CGF/KCGF)
Departed 14:58 07:52 LXJ432 Washington(IAD) E545N432FXFlexjet -,,,,,,,Cleveland Cuyahoga County Airport(CGF/KCGF)
Departed 10:45 10:50  Cleveland(CGF) P28SN36822 -,,,,,,,Cleveland Cuyahoga County Airport(CGF/KCGF)
Estimated dep.  12:36 12:30 EJA605 Teterboro(TEB) C68ANetJets -,,,,,,,Cleveland Cuyahoga County Airport(CGF/KCGF)
Estimated dep.  17:55 17:45 UE69 Morristown(MMU) C750N769XJUltimate Air Shuttle -,,,,,,,Cleveland Cuyahoga County Airport(CGF/KCGF)
Departed 19:19 18:51 LXJ503 New York(LGA) CL35N503FXFlexjet -,,,,,,,Cleveland Cuyahoga County Airport(CGF/KCGF)
Departed 14:58 07:52 LXJ432 Washington(IAD) E545N432FXFlexjet -,,,,,,,Cleveland Cuyahoga County Airport(CGF/KCGF)
Departed 10:45 10:50  Cleveland(CGF) P28SN36822 -,,,,,,,Cleveland Cuyahoga County Airport(CGF/KCGF)
Estimated dep.  12:36 12:30 EJA605 Teterboro(TEB) C68ANetJets -,,,,,,,Cleveland Cuyahoga County Airport(CGF/KCGF)
Estimated dep.  17:55 17:45 UE69 Morristown(MMU) C750N769XJUltimate Air Shuttle -,,,,,,,Cleveland Cuyahoga County Airport(CGF/KCGF)
Departed 19:19 18:51 LXJ503 New York(LGA) CL35N503FXFlexjet -,,,,,,,Cleveland Cuyahoga County Airport(CGF/KCGF)
Departed 14:58 07:52 LXJ432 Washington(IAD) E545N432FXFlexjet -,,,,,,,Cleveland Cuyahoga County Airport(CGF/KCGF)
Departed 10:45 10:50  Cleveland(CGF) P28SN36822 -,,,,,,,Cleveland Cuyahoga County Airport(CGF/KCGF)
Estimated dep.  12:36 12:30 EJA605 Teterboro(TEB) C68ANetJets -,,,,,,,Cleveland Cuyahoga County Airport(CGF/KCGF)
Estimated dep.  17:55 17:45 UE69 Morristown(MMU) C750N769XJUltimate Air Shuttle -,,,,,,,Cleveland Cuyahoga County Airport(CGF/KCGF)
Departed 19:19 18:51 LXJ503 New York(LGA) CL35N503FXFlexjet -,,,,,,,Cleveland Cuyahoga County Airport(CGF/KCGF)
Departed 14:58 07:52 LXJ432 Washington(IAD) E545N432FXFlexjet -,,,,,,,Cleveland Cuyahoga County Airport(CGF/KCGF)
Departed 10:45 10:50  Cleveland(CGF) P28SN36822 -,,,,,,,Cleveland Cuyahoga County Airport(CGF/KCGF)
Estimated dep.  12:36 12:30 EJA605 Teterboro(TEB) C68ANetJets -,,,,,,,Cleveland Cuyahoga County Airport(CGF/KCGF)
Estimated dep.  17:55 17:45 UE69 Morristown(MMU) C750N769XJUltimate Air Shuttle -,,,,,,,Cleveland Cuyahoga County Airport(CGF/KCGF)
Departed 19:19 18:51 LXJ503 New York(LGA) CL35N503FXFlexjet -,,,,,,,Cleveland Cuyahoga County Airport(CGF/KCGF)
Estimated dep.  08:05 07:30  Muncie(MIE) TBM8N2MD -,,,,,,,Cleveland Cuyahoga County Airport(CGF/KCGF)
Estimated dep.  09:00 08:25  Pittsburgh(PIT) BE9LN707PC -,,,,,,,Cleveland Cuyahoga County Airport(CGF/KCGF)
Estimated dep.  08:40 08:30 LXJ388 Bedford(BED) E55PFlexjet -,,,,,,,Cleveland Cuyahoga County Airport(CGF/KCGF)
Estimated dep.  09:10 09:00 LXJ542 Hilton Head Island(HHH) CL30Flexjet -,,,,,,,Cleveland Cuyahoga County Airport(CGF/KCGF)
Estimated dep.  14:05 13:55 ERY277 Youngstown(YNG) H25BSky Quest -,,,,,,,Cleveland Cuyahoga County Airport(CGF/KCGF)
Estimated dep.  08:05 07:30  Muncie(MIE) TBM8N2MD -,,,,,,,Cleveland Cuyahoga County Airport(CGF/KCGF)
Estimated dep.  09:00 08:25  Pittsburgh(PIT) BE9LN707PC -,,,,,,,Cleveland Cuyahoga County Airport(CGF/KCGF)
Estimated dep.  08:40 08:30 LXJ388 Bedford(BED) E55PFlexjet -,,,,,,,Cleveland Cuyahoga County Airport(CGF/KCGF)
Estimated dep.  09:10 09:00 LXJ542 Hilton Head Island(HHH) CL30Flexjet -,,,,,,,Cleveland Cuyahoga County Airport(CGF/KCGF)
Estimated dep.  14:05 13:55 ERY277 Youngstown(YNG) H25BSky Quest -,,,,,,,Cleveland Cuyahoga County Airport(CGF/KCGF)
Estimated dep.  08:05 07:30  Muncie(MIE) TBM8N2MD -,,,,,,,Cleveland Cuyahoga County Airport(CGF/KCGF)
Estimated dep.  09:00 08:25  Pittsburgh(PIT) BE9LN707PC -,,,,,,,Cleveland Cuyahoga County Airport(CGF/KCGF)
Estimated dep.  08:40 08:30 LXJ388 Bedford(BED) E55PFlexjet -,,,,,,,Cleveland Cuyahoga County Airport(CGF/KCGF)
Estimated dep.  09:10 09:00 LXJ542 Hilton Head Island(HHH) CL30Flexjet -,,,,,,,Cleveland Cuyahoga County Airport(CGF/KCGF)
Estimated dep.  14:05 13:55 ERY277 Youngstown(YNG) H25BSky Quest -,,,,,,,Cleveland Cuyahoga County Airport(CGF/KCGF)
Estimated dep.  08:05 07:30  Muncie(MIE) TBM8N2MD -,,,,,,,Cleveland Cuyahoga County Airport(CGF/KCGF)
Estimated dep.  09:00 08:25  Pittsburgh(PIT) BE9LN707PC -,,,,,,,Cleveland Cuyahoga County Airport(CGF/KCGF)
Estimated dep.  08:40 08:30 LXJ388 Bedford(BED) E55PFlexjet -,,,,,,,Cleveland Cuyahoga County Airport(CGF/KCGF)
Estimated dep.  09:10 09:00 LXJ542 Hilton Head Island(HHH) CL30Flexjet -,,,,,,,Cleveland Cuyahoga County Airport(CGF/KCGF)
Estimated dep.  14:05 13:55 ERY277 Youngstown(YNG) H25BSky Quest -,,,,,,,Cleveland Cuyahoga County Airport(CGF/KCGF)
Estimated dep.  08:05 07:30  Muncie(MIE) TBM8N2MD -,,,,,,,Cleveland Cuyahoga County Airport(CGF/KCGF)
Estimated dep.  09:00 08:25  Pittsburgh(PIT) BE9LN707PC -,,,,,,,Cleveland Cuyahoga County Airport(CGF/KCGF)
Estimated dep.  08:40 08:30 LXJ388 Bedford(BED) E55PFlexjet -,,,,,,,Cleveland Cuyahoga County Airport(CGF/KCGF)
Estimated dep.  09:10 09:00 LXJ542 Hilton Head Island(HHH) CL30Flexjet -,,,,,,,Cleveland Cuyahoga County Airport(CGF/KCGF)
Estimated dep.  14:05 13:55 ERY277 Youngstown(YNG) H25BSky Quest -,,,,,,,Cleveland Cuyahoga County Airport(CGF/KCGF)
Estimated dep.  08:05 07:30  Muncie(MIE) TBM8N2MD -,,,,,,,Cleveland Cuyahoga County Airport(CGF/KCGF)
Estimated dep.  09:00 08:25  Pittsburgh(PIT) BE9LN707PC -,,,,,,,Cleveland Cuyahoga County Airport(CGF/KCGF)
Estimated dep.  08:40 08:30 LXJ388 Bedford(BED) E55PFlexjet -,,,,,,,Cleveland Cuyahoga County Airport(CGF/KCGF)
Estimated dep.  09:10 09:00 LXJ542 Hilton Head Island(HHH) CL30Flexjet -,,,,,,,Cleveland Cuyahoga County Airport(CGF/KCGF)
Estimated dep.  14:05 13:55 ERY277 Youngstown(YNG) H25BSky Quest -,,,,,,,Cleveland Cuyahoga County Airport(CGF/KCGF)
"Tuesday, Mar 12",,,,,,,Cleveland Cuyahoga County Airport(CGF/KCGF)
08:25,,Pittsburgh (PIT)-,-,BE9L (N707PC),,Estimated dep.  09:00,Cleveland Cuyahoga County Airport(CGF/KCGF),"Wednesday, Mar 13 2024"
08:30,LXJ388,Bedford (BED)-,Flexjet -,E55P (),,Estimated dep.  08:40,Cleveland Cuyahoga County Airport(CGF/KCGF),"Wednesday, Mar 13 2024"
09:00,LXJ542,Hilton Head Island (HHH)-,Flexjet -,CL30 (),,Estimated dep.  09:10,Cleveland Cuyahoga County Airport(CGF/KCGF),"Wednesday, Mar 13 2024"
13:55,ERY277,Youngstown (YNG)-,Sky Quest -,H25B (),,Estimated dep.  14:05,Cleveland Cuyahoga County Airport(CGF/KCGF),"Wednesday, Mar 13 2024"
07:30,,Muncie (MIE)-,-,TBM8 (N2MD),,Estimated dep.  08:05,Cleveland Cuyahoga County Airport(CGF/KCGF),"Wednesday, Mar 13 2024"
08:25,,Pittsburgh (PIT)-,-,BE9L (N707PC),,Estimated dep.  09:00,Cleveland Cuyahoga County Airport(CGF/KCGF),"Wednesday, Mar 13 2024"
08:30,LXJ388,Bedford (BED)-,Flexjet -,E55P (),,Estimated dep.  08:40,Cleveland Cuyahoga County Airport(CGF/KCGF),"Wednesday, Mar 13 2024"
09:00,LXJ542,Hilton Head Island (HHH)-,Flexjet -,CL30 (),,Estimated dep.  09:10,Cleveland Cuyahoga County Airport(CGF/KCGF),"Wednesday, Mar 13 2024"
13:55,ERY277,Youngstown (YNG)-,Sky Quest -,H25B (),,Estimated dep.  14:05,Cleveland Cuyahoga County Airport(CGF/KCGF),"Wednesday, Mar 13 2024"
Load later flights,,,,,,,Cleveland Cuyahoga County Airport(CGF/KCGF),"Wednesday, Mar 13 2024"
* All times are in local timezone,,,,,,,Cleveland Cuyahoga County Airport(CGF/KCGF),"Wednesday, Mar 13 2024"
