Load earlier flights,,,,,,,Detroit Lakes Airport(DTL/KDTL)
Loading...,,,,,,,Detroit Lakes Airport(DTL/KDTL)
"Sorry, we don't have any information about flights for this airport",,,,,,,Detroit Lakes Airport(DTL/KDTL)
Unknown  19:15 NDU13 Jamestown(JMS) P28AN713NDUND Aerospace -,,,,,,,Detroit Lakes Airport(DTL/KDTL)
Departed 19:15 20:00 NDU14 Jamestown(JMS) P28AN714NDUND Aerospace -,,,,,,,Detroit Lakes Airport(DTL/KDTL)
Departed 10:05 10:45  Rapid City(RAP) C185N2577Q -,,,,,,,Detroit Lakes Airport(DTL/KDTL)
Canceled  15:15  Grand Forks(GFK) PA44 -,,,,,,,Detroit Lakes Airport(DTL/KDTL)
Estimated dep.  16:07 16:15 NDU17 Fargo(FAR) P28AN817NDUND Aerospace -,,,,,,,Detroit Lakes Airport(DTL/KDTL)
Departed 19:11 17:15 NDU38 Grand Forks(GFK) P28AN638NDUND Aerospace -,,,,,,,Detroit Lakes Airport(DTL/KDTL)
Departed 18:35 19:15 NDU62 Fargo(FAR) P28AN362NDUND Aerospace -,,,,,,,Detroit Lakes Airport(DTL/KDTL)
Unknown  19:15 NDU40 Thief River Falls(TVF) PA1UND Aerospace -,,,,,,,Detroit Lakes Airport(DTL/KDTL)
Departed 19:43 19:15 NDU19 Thief River Falls(TVF) P28AN619NDUND Aerospace -,,,,,,,Detroit Lakes Airport(DTL/KDTL)
Estimated dep.  20:09 20:25 NDU7 Fargo(FAR) P28AN307NDUND Aerospace -,,,,,,,Detroit Lakes Airport(DTL/KDTL)
Departed 21:06 21:30 NDU86 Fargo(FAR) P28AN386NDUND Aerospace -,,,,,,,Detroit Lakes Airport(DTL/KDTL)
Unknown  21:30 NDU36 Fargo(FAR) PA1UND Aerospace -,,,,,,,Detroit Lakes Airport(DTL/KDTL)
Unknown  19:15 NDU13 Jamestown(JMS) P28AN713NDUND Aerospace -,,,,,,,Detroit Lakes Airport(DTL/KDTL)
Departed 19:15 20:00 NDU14 Jamestown(JMS) P28AN714NDUND Aerospace -,,,,,,,Detroit Lakes Airport(DTL/KDTL)
Departed 10:05 10:45  Rapid City(RAP) C185N2577Q -,,,,,,,Detroit Lakes Airport(DTL/KDTL)
Canceled  15:15  Grand Forks(GFK) PA44 -,,,,,,,Detroit Lakes Airport(DTL/KDTL)
Estimated dep.  16:07 16:15 NDU17 Fargo(FAR) P28AN817NDUND Aerospace -,,,,,,,Detroit Lakes Airport(DTL/KDTL)
Departed 19:11 17:15 NDU38 Grand Forks(GFK) P28AN638NDUND Aerospace -,,,,,,,Detroit Lakes Airport(DTL/KDTL)
Departed 18:35 19:15 NDU62 Fargo(FAR) P28AN362NDUND Aerospace -,,,,,,,Detroit Lakes Airport(DTL/KDTL)
Unknown  19:15 NDU40 Thief River Falls(TVF) PA1UND Aerospace -,,,,,,,Detroit Lakes Airport(DTL/KDTL)
Departed 19:43 19:15 NDU19 Thief River Falls(TVF) P28AN619NDUND Aerospace -,,,,,,,Detroit Lakes Airport(DTL/KDTL)
Estimated dep.  20:09 20:25 NDU7 Fargo(FAR) P28AN307NDUND Aerospace -,,,,,,,Detroit Lakes Airport(DTL/KDTL)
Departed 21:06 21:30 NDU86 Fargo(FAR) P28AN386NDUND Aerospace -,,,,,,,Detroit Lakes Airport(DTL/KDTL)
Unknown  21:30 NDU36 Fargo(FAR) PA1UND Aerospace -,,,,,,,Detroit Lakes Airport(DTL/KDTL)
Unknown  19:15 NDU13 Jamestown(JMS) P28AN713NDUND Aerospace -,,,,,,,Detroit Lakes Airport(DTL/KDTL)
Departed 19:15 20:00 NDU14 Jamestown(JMS) P28AN714NDUND Aerospace -,,,,,,,Detroit Lakes Airport(DTL/KDTL)
Departed 10:05 10:45  Rapid City(RAP) C185N2577Q -,,,,,,,Detroit Lakes Airport(DTL/KDTL)
Canceled  15:15  Grand Forks(GFK) PA44 -,,,,,,,Detroit Lakes Airport(DTL/KDTL)
Estimated dep.  16:07 16:15 NDU17 Fargo(FAR) P28AN817NDUND Aerospace -,,,,,,,Detroit Lakes Airport(DTL/KDTL)
Departed 19:11 17:15 NDU38 Grand Forks(GFK) P28AN638NDUND Aerospace -,,,,,,,Detroit Lakes Airport(DTL/KDTL)
Departed 18:35 19:15 NDU62 Fargo(FAR) P28AN362NDUND Aerospace -,,,,,,,Detroit Lakes Airport(DTL/KDTL)
Unknown  19:15 NDU40 Thief River Falls(TVF) PA1UND Aerospace -,,,,,,,Detroit Lakes Airport(DTL/KDTL)
Departed 19:43 19:15 NDU19 Thief River Falls(TVF) P28AN619NDUND Aerospace -,,,,,,,Detroit Lakes Airport(DTL/KDTL)
Estimated dep.  20:09 20:25 NDU7 Fargo(FAR) P28AN307NDUND Aerospace -,,,,,,,Detroit Lakes Airport(DTL/KDTL)
Departed 21:06 21:30 NDU86 Fargo(FAR) P28AN386NDUND Aerospace -,,,,,,,Detroit Lakes Airport(DTL/KDTL)
Unknown  21:30 NDU36 Fargo(FAR) PA1UND Aerospace -,,,,,,,Detroit Lakes Airport(DTL/KDTL)
Unknown  19:15 NDU13 Jamestown(JMS) P28AN713NDUND Aerospace -,,,,,,,Detroit Lakes Airport(DTL/KDTL)
Departed 19:15 20:00 NDU14 Jamestown(JMS) P28AN714NDUND Aerospace -,,,,,,,Detroit Lakes Airport(DTL/KDTL)
Departed 10:05 10:45  Rapid City(RAP) C185N2577Q -,,,,,,,Detroit Lakes Airport(DTL/KDTL)
Canceled  15:15  Grand Forks(GFK) PA44 -,,,,,,,Detroit Lakes Airport(DTL/KDTL)
Estimated dep.  16:07 16:15 NDU17 Fargo(FAR) P28AN817NDUND Aerospace -,,,,,,,Detroit Lakes Airport(DTL/KDTL)
Departed 19:11 17:15 NDU38 Grand Forks(GFK) P28AN638NDUND Aerospace -,,,,,,,Detroit Lakes Airport(DTL/KDTL)
Departed 18:35 19:15 NDU62 Fargo(FAR) P28AN362NDUND Aerospace -,,,,,,,Detroit Lakes Airport(DTL/KDTL)
Unknown  19:15 NDU40 Thief River Falls(TVF) PA1UND Aerospace -,,,,,,,Detroit Lakes Airport(DTL/KDTL)
Departed 19:43 19:15 NDU19 Thief River Falls(TVF) P28AN619NDUND Aerospace -,,,,,,,Detroit Lakes Airport(DTL/KDTL)
Estimated dep.  20:09 20:25 NDU7 Fargo(FAR) P28AN307NDUND Aerospace -,,,,,,,Detroit Lakes Airport(DTL/KDTL)
Departed 21:06 21:30 NDU86 Fargo(FAR) P28AN386NDUND Aerospace -,,,,,,,Detroit Lakes Airport(DTL/KDTL)
Unknown  21:30 NDU36 Fargo(FAR) PA1UND Aerospace -,,,,,,,Detroit Lakes Airport(DTL/KDTL)
Unknown  19:15 NDU13 Jamestown(JMS) P28AN713NDUND Aerospace -,,,,,,,Detroit Lakes Airport(DTL/KDTL)
Departed 19:15 20:00 NDU14 Jamestown(JMS) P28AN714NDUND Aerospace -,,,,,,,Detroit Lakes Airport(DTL/KDTL)
Departed 10:05 10:45  Rapid City(RAP) C185N2577Q -,,,,,,,Detroit Lakes Airport(DTL/KDTL)
Canceled  15:15  Grand Forks(GFK) PA44 -,,,,,,,Detroit Lakes Airport(DTL/KDTL)
Estimated dep.  16:07 16:15 NDU17 Fargo(FAR) P28AN817NDUND Aerospace -,,,,,,,Detroit Lakes Airport(DTL/KDTL)
Departed 19:11 17:15 NDU38 Grand Forks(GFK) P28AN638NDUND Aerospace -,,,,,,,Detroit Lakes Airport(DTL/KDTL)
Departed 18:35 19:15 NDU62 Fargo(FAR) P28AN362NDUND Aerospace -,,,,,,,Detroit Lakes Airport(DTL/KDTL)
Unknown  19:15 NDU40 Thief River Falls(TVF) PA1UND Aerospace -,,,,,,,Detroit Lakes Airport(DTL/KDTL)
Departed 19:43 19:15 NDU19 Thief River Falls(TVF) P28AN619NDUND Aerospace -,,,,,,,Detroit Lakes Airport(DTL/KDTL)
Estimated dep.  20:09 20:25 NDU7 Fargo(FAR) P28AN307NDUND Aerospace -,,,,,,,Detroit Lakes Airport(DTL/KDTL)
Departed 21:06 21:30 NDU86 Fargo(FAR) P28AN386NDUND Aerospace -,,,,,,,Detroit Lakes Airport(DTL/KDTL)
Unknown  21:30 NDU36 Fargo(FAR) PA1UND Aerospace -,,,,,,,Detroit Lakes Airport(DTL/KDTL)
"Monday, Mar 11",,,,,,,Detroit Lakes Airport(DTL/KDTL)
21:30,NDU36,Fargo (FAR)-,UND Aerospace -,PA1 (),,Unknown,Detroit Lakes Airport(DTL/KDTL),"Tuesday, Mar 12 2024"
"Monday, Mar 11",,,,,,,Detroit Lakes Airport(DTL/KDTL)
19:15,NDU13,Jamestown (JMS)-,UND Aerospace -,P28A (N713ND),,Unknown,Detroit Lakes Airport(DTL/KDTL),"Monday, Mar 11 2024"
20:00,NDU14,Jamestown (JMS)-,UND Aerospace -,P28A (N714ND),,Departed 19:15,Detroit Lakes Airport(DTL/KDTL),"Monday, Mar 11 2024"
"Tuesday, Mar 12",,,,,,,Detroit Lakes Airport(DTL/KDTL)
10:45,,Rapid City (RAP)-,-,C185 (N2577Q),,Departed 10:05,Detroit Lakes Airport(DTL/KDTL),"Tuesday, Mar 12 2024"
15:15,,Grand Forks (GFK)-,-,PA44 (),,Canceled,Detroit Lakes Airport(DTL/KDTL),"Tuesday, Mar 12 2024"
16:15,NDU17,Fargo (FAR)-,UND Aerospace -,P28A (N817ND),,Estimated dep.  16:07,Detroit Lakes Airport(DTL/KDTL),"Tuesday, Mar 12 2024"
17:15,NDU38,Grand Forks (GFK)-,UND Aerospace -,P28A (N638ND),,Departed 19:11,Detroit Lakes Airport(DTL/KDTL),"Tuesday, Mar 12 2024"
19:15,NDU62,Fargo (FAR)-,UND Aerospace -,P28A (N362ND),,Departed 18:35,Detroit Lakes Airport(DTL/KDTL),"Tuesday, Mar 12 2024"
19:15,NDU40,Thief River Falls (TVF)-,UND Aerospace -,PA1 (),,Unknown,Detroit Lakes Airport(DTL/KDTL),"Tuesday, Mar 12 2024"
19:15,NDU19,Thief River Falls (TVF)-,UND Aerospace -,P28A (N619ND),,Departed 19:43,Detroit Lakes Airport(DTL/KDTL),"Tuesday, Mar 12 2024"
20:25,NDU7,Fargo (FAR)-,UND Aerospace -,P28A (N307ND),,Estimated dep.  20:09,Detroit Lakes Airport(DTL/KDTL),"Tuesday, Mar 12 2024"
21:30,NDU86,Fargo (FAR)-,UND Aerospace -,P28A (N386ND),,Departed 21:06,Detroit Lakes Airport(DTL/KDTL),"Tuesday, Mar 12 2024"
21:30,NDU36,Fargo (FAR)-,UND Aerospace -,PA1 (),,Unknown,Detroit Lakes Airport(DTL/KDTL),"Tuesday, Mar 12 2024"
Load later flights,,,,,,,Detroit Lakes Airport(DTL/KDTL),"Tuesday, Mar 12 2024"
* All times are in local timezone,,,,,,,Detroit Lakes Airport(DTL/KDTL),"Tuesday, Mar 12 2024"
